,category,subclass_1,subclass_2
S_soy-based mixed noodles,Snack_afternoon,Snack,Snack
S_mixed noodles,Snack_afternoon,Snack,Snack
S_pan-fried sea lettuce,Snack_afternoon,Snack,Snack
S_pan-fried seafood and spring onion,Snack_afternoon,Snack,Snack
S_pan-fried vegetables with mugwort,Snack_afternoon,Snack,Snack
S_pan-fried meat dumpling,Snack_afternoon,Snack,Snack
S_pan-fried cabbage with cheese,Snack_afternoon,Snack,Snack
S_fried fish paste soup,Snack_afternoon,Snack,Snack
S_stir-fried rice with jukkumi and water celery,Snack_afternoon,Snack,Snack
S_cream risotto,Snack_afternoon,Snack,Snack
S_cream sauce spaghetti,Snack_afternoon,Snack,Snack
S_stir-fried rice in oyster sauce,Snack_afternoon,Snack,Snack
S_lotus root fish cake,Snack_afternoon,Snack,Snack
S_fried fish paste with seasoning,Snack_afternoon,Snack,Snack
S_noodles in soy soup,Snack_afternoon,Snack,Snack
S_dumpling in lemon sauce,Snack_afternoon,Snack,Snack
S_stir-fried stem of garlic and glass noodles,Snack_afternoon,Snack,Snack
S_stir-fried paprika and glass noodles,Snack_afternoon,Snack,
S_black soy tteokbokki (stir-fried rice cake),Snack_afternoon,Snack,Snack
steamed black rice (30),Rice,Rice,
steamed black rice (40),Rice,Rice,
steamed black rice,Rice,Rice,Lunch or dinner
steamed black rice (30),Rice,Rice,
steamed black rice (40),Rice,Rice,
steamed black rice,Rice,Rice,
steamed rice with black beans (30),Rice,Rice,
steamed rice with black beans (40),Rice,Rice,
steamed rice with black beans,Rice,Rice,Lunch or dinner
steamed millet rice (30),Rice,Rice,
steamed millet rice (40),Rice,Rice,
steamed millet rice,Rice,Rice,Lunch or dinner
steamed rice (30),Rice,Rice,
steamed rice 1/2,Rice,Rice,
steamed rice,Rice,Rice,
steamed white rice (30),Rice,Rice,
steamed white rice (add),Rice,Rice,Lunch or dinner
steamed white rice,Rice,Rice,Lunch or dinner
steamed potato rice (30),Rice,Rice,
steamed potato rice (40),Rice,Rice,
steamed potato rice,Rice,Rice,
steamed barley rice (30),Rice,Rice,
steamed barley rice (40),Rice,Rice,
steamed barley rice,Rice,Rice,Lunch or dinner
steamed millet rice (30),Rice,Rice,
steamed millet rice (40),Rice,Rice,
steamed millet rice,Rice,Rice,Lunch or dinner
steamed mung bean rice (30),Rice,Rice,
steamed mung bean rice (40),Rice,Rice,
steamed mung bean rice,Rice,Rice,Lunch or dinner
steamed pearl barley rice (30),Rice,Rice,
steamed pearl barley rice (40),Rice,Rice,
steamed pearl barley rice,Rice,Rice,
steamed mixed-grain rice (30),Rice,Rice,
steamed mixed-grain rice (40),Rice,Rice,
steamed mixed-grain rice,Rice,Rice,Lunch or dinner
steamed sweet millet rice (30),Rice,Rice,
steamed sweet millet rice (40),Rice,Rice,
steamed sweet millet rice,Rice,Rice,Lunch or dinner
steamed sweet brown rice (30),Rice,Rice,
steamed sweet brown rice (40),Rice,Rice,
steamed sweet brown rice,Rice,Rice,
steamed sweet rice (30),Rice,Rice,
steamed black rice (add),Rice,Rice,Dinner
steamed sweet rice (add),Rice,Rice,Dinner
steamed sweet rice,Rice,Rice,Lunch
steamed chestnut red bean sweet rice (30),Rice,Rice,
steamed chestnut red bean sweet rice (40),Rice,Rice,
steamed chestnut red bean sweet rice,Rice,Rice,
steamed red bean sweet rice (30),Rice,Rice,
steamed red bean sweet rice (40),Rice,Rice,
steamed red bean sweet rice,Rice,Rice,
steamed brown rice (30),Rice,Rice,
steamed brown rice (40),Rice,Rice,
steamed brown rice,Rice,Rice,
steamed red bean rice (30),Rice,Rice,
steamed red bean rice (40),Rice,Rice,
steamed red bean rice,Rice,Rice,Lunch or dinner
steamed sweet potato rice (30),Rice,Rice,
steamed sweet potato rice (40),Rice,Rice,
steamed sweet potato rice,Rice,Rice,
steamed chestnut bean rice (30),Rice,Rice,
steamed chestnut bean rice (40),Rice,Rice,
steamed chestnut bean rice,Rice,Rice,
steamed corn rice (30),Rice,Rice,
steamed corn rice (40),Rice,Rice,
steamed corn rice,Rice,Rice,Lunch or dinner
steamed sweet barley rice (30),Rice,Rice,
steamed sweet barley rice (40),Rice,Rice,
steamed sweet barley rice,Rice,Rice,
steamed red bean sweet rice (30),Rice,Rice,
steamed red bean sweet rice (40),Rice,Rice,
steamed red bean sweet rice,Rice,Rice,
steamed sweet brown rice (30),Rice,Rice,
steamed brown sweet  rice (30),Rice,Rice,
steamed sweet brown rice (40),Rice,Rice,
steamed brown sweet rice (40),Rice,Rice,
steamed sweet brown rice,Rice,Rice,Lunch or dinner
steamed brown sweet rice,Rice,Rice,
steamed chestnut rice (30),Rice,Rice,
steamed chestnut rice (40),Rice,Rice,
steamed chestnut rice,Rice,Rice,
steamed white bean rice (30),Rice,Rice,
steamed white bean rice (40),Rice,Rice,
steamed white bean rice,Rice,Rice,Lunch or dinner
stir-fried rice with aubergine and vegetables,One_dish meal,Rice,
mixed buckwheat noodles with sprouts,One_dish meal,Rice,
soy-based mixed noodles,One_dish meal,Rice,
Bibimbap with soft crab,One_dish meal,Rice,
stir-fried rice with soft crab and pineapple,One_dish meal,Rice,
Bibimbap with winter herbs,One_dish meal,Rice,
steamed sweet potato rice with Pyogo mushroom,One_dish meal,Rice,
deluxe rice with chicken,One_dish meal,Rice,
rice bowl with chicken in oyster sauce,One_dish meal,Rice,Lunch
stir-fried rice with pork in oyster sauce,One_dish meal,Rice,Lunch
stir-fried rice with chicken in oyster sauce,One_dish meal,Rice,Lunch
stir-fried rice with chicken and vegetable,One_dish meal,Rice,Lunch
stir-fried rice with chicken and paprika,One_dish meal,Rice,Lunch
stir-fried rice with kimchi and fried fish paste,One_dish meal,Rice,
stir-fried rice with tuna in black soy,One_dish meal,Rice,
stir-fried rice with kimchi and tuna,One_dish meal,Rice,
stir-fried rice with kimchi and cheese,One_dish meal,Rice,
stir-fried rice with diced radish kimchi and cheese,One_dish meal,Rice,Lunch
stir-fried rice with diced radish kimchi,One_dish meal,Rice,
stir-fried rice with perilla leaves,One_dish meal,Rice,
mini-Gimbap (rice roll),One_dish meal,Rice,
thistle rice ball + marinade sauce,One_dish meal,Rice,
steamed rice with thistle and daikon + marinade sauce,One_dish meal,Rice,
steamed rice with thistle and bean sprout + marinade sauce,One_dish meal,Rice,
Bibimbap with three-color herbs,One_dish meal,Rice,Lunch
Bibimbap with herbs,One_dish meal,Rice,
stir-fried rice with minced beef and kimchi,One_dish meal,Rice,
curried rice with tofu,One_dish meal,Rice,
curried rice with sweet pumpkin,One_dish meal,Rice,
egg rice ball,One_dish meal,Rice,
omelette rice,One_dish meal,Rice,Lunch
stir-fried rice with eggs and vegetables,One_dish meal,Rice,Lunch
chicken teriyaki rice bowl,One_dish meal,Rice,
curried rice with chicken and potato + marinade sauce,One_dish meal,Rice,
curried rice with chicken + marinade sauce,One_dish meal,Rice,
stir-fried rice with chicken curry,One_dish meal,Rice,
stir-fried rice with chicken and vegetables,One_dish meal,Rice,
chicken veggie rice ball,One_dish meal,Rice,
curried rice with chicken,One_dish meal,Rice,
chicken tomato rice bowl,One_dish meal,Rice,
aglio e olio spaghetti,One_dish meal,Rice or Soup,Lunch
meat ball spaghetti,One_dish meal,Rice or Soup,Lunch
chicken tomato spaghetti,One_dish meal,Rice or Soup,
stir-fried rice with pork and vegetable,One_dish meal,Rice,Lunch
stir-fried rice with pork,One_dish meal,Rice,Lunch
stir-fried rice with beef and paprika,One_dish meal,Rice,
stir-fried rice with chicken and paprika,One_dish meal,Rice,Lunch
cuttlefish rice bowl,One_dish meal,Rice,Lunch
cuttlefish veggie rice bowl,One_dish meal,Rice,
rice bowl with pork in oyster sauce,One_dish meal,Rice,
rice bowl with spicy stir-fried chicken,One_dish meal,Rice,Lunch
pork veggie rice bowl,One_dish meal,Rice,
stir-fried rice with pork in oyster sauce,One_dish meal,Rice,
stir-fried rice with tuna and kimchi,One_dish meal,Rice,Lunch
stir-fried rice with flying fish roe and kimchi,One_dish meal,Rice,
stir-fried rice with cuttlefish and kimchi,One_dish meal,Rice,
Bibimbap with pork and kimchi,One_dish meal,Rice,
stir-fried rice with pork and kimchi,One_dish meal,Rice,Lunch
stir-fried rice with pork and kimchi,One_dish meal,Rice,
pork cabbage rice bowl,One_dish meal,Rice,
pork rice bowl with stir-fried vegetables,One_dish meal,Rice,
stir-fried rice with tofu in oyster sauce,One_dish meal,Rice,
soy paste rice bowl with freshwater snails,One_dish meal,Rice,Lunch
Mapa tofu rice bowl,One_dish meal,Rice,Lunch
Mapa tofu rice bowl with napa cabbage,One_dish meal,Rice,
buckwheat noodles,One_dish meal,Rice,
barbequed beef rice bowl with water celery,One_dish meal,Rice,
noodle soup with clams,One_dish meal,Rice,
stir-fried rice with sea lettuce and shrimp,One_dish meal,Rice,Lunch
stir-fried rice with cherry tomato and shrimp,One_dish meal,Rice,
rice bowl with cuttlefish and mushroom,One_dish meal,Rice,
seafood mushroom rice bowl,One_dish meal,Rice,
shrimp mushroom rice bowl,One_dish meal,Rice,
mushroom rice bowl,One_dish meal,Rice,
stir-fried rice with bacon and sea lettuce,One_dish meal,Rice,
stir-fried rice with tofu and bacon,One_dish meal,Rice,
bacon rice ball,One_dish meal,Rice,
stir-fried rice with bacon and vegetables,One_dish meal,Rice,
rice bowl with spring herbs,One_dish meal,Rice,
Bibimbap with spring herbs,One_dish meal,Rice,Lunch
stir-fried rice with broccoli,One_dish meal,Rice,
three-color soboro rice bowl,One_dish meal,Rice,
curried rice with Saesongyi mushroom,One_dish meal,Rice,
soy-based shrimp rice bowl,One_dish meal,Rice,Lunch
stir-fried rice with shrimp and chive,One_dish meal,Rice,
stir-fried rice with shrimp and vegetables,One_dish meal,Rice,Lunch
stir-fried rice with shrimp in oyster sauce,One_dish meal,Rice,
stir-fried rice with shrimp,One_dish meal,Rice,Lunch
stir-fried rice with shrimp and garlic flakes,One_dish meal,Rice,
rice bowl with beef and aubergine,One_dish meal,Rice,
rice bowl with beef in oyster sauce,One_dish meal,Rice,
beef daikon rice + marinade sauce,One_dish meal,Rice,Lunch
stir-fried rice with chives,One_dish meal,Rice,Lunch
stir-fried rice with beef,One_dish meal,Rice,Lunch
Bibimbap with beef and lettuce,One_dish meal,Rice,
Bibimbap with barbequed beef and vegetables,One_dish meal,Rice,
beef cabbage rice bowl,One_dish meal,Rice,
beef rice bowl with stir-fried vegetables,One_dish meal,Rice,Lunch
flat-Gimbap (rice roll),One_dish meal,Rice,
flat-Gimbap (rice roll) with lean meat,One_dish meal,Rice,
rice ball with seaweed flakes,One_dish meal,Rice,
beef rice ball with seaweed flakes,One_dish meal,Rice,
beef rice ball with seaweed flakes,One_dish meal,Rice,
beef rice ball,One_dish meal,Rice,Lunch
stir-fried rice with beef in oyster sauce,One_dish meal,Rice,
stir-fried rice with beef and vegetables,One_dish meal,Rice,Lunch
beef bean sprout rice + marinade sauce,One_dish meal,Rice,Lunch
barbequed pork rice bowl,One_dish meal,Rice,Lunch
barbequed pork rice bowl,One_dish meal,Rice,
barbequed beef rice bowl,One_dish meal,Rice,Lunch
barbequed beef rice bowl,One_dish meal,Rice,
barbequed beef rice bowl with fried tofu,One_dish meal,Rice,
Sujebi with seafood,One_dish meal,Rice,
Sujebi,One_dish meal,Rice,Dinner
stir-fried rice with teriyaki spinach,One_dish meal,Rice,
spinach beef rice bowl,One_dish meal,Rice,
rice noodles,One_dish meal,Rice,
cabbage sausage rice bowl,One_dish meal,Rice,
stir-fried rice with eggs and lotus root,One_dish meal,Rice,
Bibimbap with summer radish,One_dish meal,Rice,
stir-fried rice noodles,One_dish meal,Rice,
stir-fried rice noodles,One_dish meal,Rice,
oriental mixed rice noodles,One_dish meal,Rice,
mung bean black soy rice,One_dish meal,Rice,
udon (white wheat noodles) with fried fish paste,One_dish meal,Rice,Lunch
udon (white wheat noodles),One_dish meal,Rice,
deluxe rice with sweet pumpkin,One_dish meal,Rice,Lunch
deluxe rice with root vegetables,One_dish meal,Rice,
stir-fried rice with burdock and beef,One_dish meal,Rice,
burdock rice ball with dried shrimp,One_dish meal,Rice,
burdock rice ball,One_dish meal,Rice,
fried tofu rice ball with beef,One_dish meal,Rice,
rice ball with seaweed flakes,One_dish meal,Rice,Lunch
Gimbap (rice roll) with baby anchovy,One_dish meal,Rice,
anchovy sea lettuce rice ball,One_dish meal,Rice,
_anchovy rice ball,One_dish meal,Rice,Lunch
baby anchovy rice ball,One_dish meal,Rice,
buckwheat noodles,One_dish meal,Rice,
banquet noodles,One_dish meal,Rice,Lunch
stir-fried rice with jukkumi and chive,One_dish meal,Rice,
steamed rice with black soy tofu,One_dish meal,Rice,
steamed rice with black soy seafood,One_dish meal,Rice,
black soy rice bowl,One_dish meal,Rice,Lunch
steamed rice with black soy pork,One_dish meal,Rice,Lunch
steamed rice with seaweed soup,One_dish meal,Rice,
steamed rice with black soy,One_dish meal,Rice,Lunch
black soy noodles,One_dish meal,Rice,Lunch
tuna rice bowl with perilla leaves,One_dish meal,Rice,
stir-fried rice with tuna and vegetables,One_dish meal,Rice,Lunch
Bibimbap with tuna and sprouts,One_dish meal,Rice,
Bibimbap with tuna and vagitable,One_dish meal,Rice,Lunch
Bibimbap with tuna,One_dish meal,Rice,
tuna rice ball,One_dish meal,Rice,Lunch
stir-fried rice with smoked duck,One_dish meal,Rice,Lunch
stir-fried rice with smoked duck,One_dish meal,Rice,
stir-fried rice with soft tofu,One_dish meal,Rice,
stir-fried rice with vegetables,One_dish meal,Rice,Lunch
Bibimbap with vegetables,One_dish meal,Rice,
veggie rice ball,One_dish meal,Rice,
Choongmoo Gimbap (rice roll) + side dishes,One_dish meal,Rice,
Choongmoo Gimbap (rice roll),One_dish meal,Rice,Lunch
steamed rice with beef and napa cabbage,One_dish meal,Rice,Lunch
deluxe rice with dried radish leaves + marinade sauce,One_dish meal,Rice,Lunch
deluxe rice with mushroom + marinade sauce,One_dish meal,Rice,
deluxe rice with Pyogo mushroom and chwinamul,One_dish meal,Rice,
stir-fried rice with cheese and vegetables,One_dish meal,Rice,
chicken-mayo rice bowl,One_dish meal,Rice,Lunch
curried rice with beef,One_dish meal,Rice,
curried rice with beef,One_dish meal,Rice,
stir-fried udon (white wheat noodles) in curry,One_dish meal,Rice,
curried rice,One_dish meal,Rice,
noodles in cold soy milk,One_dish meal,Rice,
noodles in cold soy soup,One_dish meal,Rice,
steamed rice with bean sprout and daikon,One_dish meal,Rice,
steamed rice with bean sprout,One_dish meal,Rice,
steamed rice with bean sprout and daikon + marinade sauce,One_dish meal,Rice,
steamed rice with bean sprout + marinade sauce,One_dish meal,Rice,Dinner
Fusilli pasta,One_dish meal,Rice or Soup,
tomato spaghetti,One_dish meal,Rice or Soup,Lunch
_stir-fried rice with eggs,One_dish meal,Rice,Lunch
stir-fried rice with eggs and spring onion,One_dish meal,Rice,Lunch
stir-fried rice with chicken and corn,One_dish meal,Rice,
stir-fried rice with pineapple corn and vegetables,One_dish meal,Rice,
stir-fried rice with beef and pineapple,One_dish meal,Rice,Lunch
stir-fried rice with pineapple,One_dish meal,Rice,
stir-fried rice with pineapple and shrimp,One_dish meal,Rice,
steamed rice with Pyogo mushroom and bean sprout,One_dish meal,Rice,
hashed rice with chicken,One_dish meal,Rice,
hashed rice with beef,One_dish meal,Rice,Lunch
hashed rice,One_dish meal,Rice,Lunch
stir-fried rice with cuttlefish in oyster sauce,One_dish meal,Rice,Lunch
stir-fried rice with seafood,One_dish meal,Rice,Lunch
stir-fried rice with kimchi cheese and grilled spam,One_dish meal,Rice,
stir-fried rice with kimchi (mild flavor),One_dish meal,Rice,Lunch
stir-fried rice with washed kimchi,One_dish meal,Rice,
stir-fried rice with white kimchi,One_dish meal,Rice,
stir-fried rice with kimchi,One_dish meal,Rice,Lunch
stir-fried rice with kimchi and ham,One_dish meal,Rice,
deluxe rice with kimchi,One_dish meal,Rice,
stir-fried rice with vegetables and ham,One_dish meal,Rice,Lunch
cream pasta with ham,One_dish meal,Rice or Soup,
noodle soup with chicken and vagitables,One_dish meal,Rice,
black soy rice with sweet potato,One_dish meal,Rice,
black soy rice with zucchini,One_dish meal,Rice,
black soy rice,One_dish meal,Rice,
Bibimbap with beef,One_dish meal,Rice,
stir-fried rice with bacon and kimchi,One_dish meal,Rice,
stir-fried rice with beef and vegetables,One_dish meal,Rice,
curried rice with pork,One_dish meal,Rice,Lunch
curried rice with pork,One_dish meal,Rice,Lunch
curried rice with pork and mushroom,One_dish meal,Rice,
omelette rice with beef,One_dish meal,Rice,
fried tofu rice ball with vegetables,One_dish meal,Rice,
noodles,One_dish meal,Rice,
seafood noodle soup,One_dish meal,Rice,
cuttlefish noodle soup,One_dish meal,Rice,
bacon cheese spaghetti,One_dish meal,Rice or Soup,
udon (white wheat noodles) with soft crab,One_dish meal,Rice,
mixed noodles with beef,One_dish meal,Rice,
udon (white wheat noodles) with kimchi,One_dish meal,Rice,
rice roll with perilla leaves,One_dish meal,Rice,
mini-Gimbap (rice roll),One_dish meal,Rice,
stir-fried rice with eggs and mushroom,One_dish meal,Rice,
steamed rice with Mapa tofu,One_dish meal,Rice,
barbequed beef rice ball,One_dish meal,Rice,
stir-fried rice with shrimp and vegetables,One_dish meal,Rice,
veggie rice ball,One_dish meal,Rice,
Bibimbap with mung bean jelly,One_dish meal,Rice,
stir-fried rice with kimchi and ham,One_dish meal,Rice,
stir-fried rice with vegetables and ham,One_dish meal,Rice,
kimchi seafood noodle soup,One_dish meal,Rice,
chicken noodle soup,One_dish meal,Rice,
mixed rice noodles,One_dish meal,Rice,
shrimp cream spaghetti,One_dish meal,Rice or Soup,
beef rice noodles,One_dish meal,Rice,
udon (white wheat noodles) with fried fish paste,One_dish meal,Rice,
mixed noodles with five-color vegetables,One_dish meal,Rice,
stir-fried udon (white wheat noodles) with seafood,One_dish meal,Rice,
seafood noodle soup,One_dish meal,Rice,
stir-fried rice with burdock and vegetables,One_dish meal,Rice,Lunch
whole chicken soup with sweet rice,One_dish meal,Rice,
stir-fried udon (white wheat noodles),One_dish meal,Rice,
stir-fried rice with jukkumi and water celery,One_dish meal,Rice,Lunch
fried tofu rice ball with spring parsley,One_dish meal,Rice,Dinner
Japanese beef rice bowl (gyudon),One_dish meal,Rice,Lunch or dinner
stir-fried rice in oyster sauce,One_dish meal,Rice,Lunch
stir-fried rice with anchovy,One_dish meal,Rice,Lunch
curried rice with fruits,One_dish meal,Rice,Lunch
cream spaghetti,One_dish meal,Rice or Soup,Lunch
Mapa tofu rice bowl (mild flavor),One_dish meal,Rice,Lunch
stir-fried seafood udon (white wheat noodles),One_dish meal,Rice,Lunch
stir-fried rice with broccoli and vegetables,One_dish meal,Rice,Lunch
steamed rice with chwinamul + marinade sauce,One_dish meal,Rice,Dinner
fried tofu rice ball,One_dish meal,Rice,Lunch
stir-fried rice with chicken and aubergine,One_dish meal,Rice,
Bibimbap with barley rice and summer radish,One_dish meal,Rice,Lunch
Bibimbap with soy-based barley rice and summer radish,One_dish meal,Rice,Lunch
mixed noodles with cucumber,One_dish meal,Rice,
curried rice with chicken,One_dish meal,Rice,Lunch
tuna aubergine stir-fried rice,One_dish meal,Rice,
tomato shrimp stir-fried rice,One_dish meal,Rice,Lunch
stir-fried rice with shrimp in curry,One_dish meal,Rice,Lunch
stir-fried rice with soft crab,One_dish meal,Rice,Lunch
shrimp rice ball,One_dish meal,Rice,Lunch
pork rice bowl with stir-fried vegetables,One_dish meal,Rice,Lunch
_mixed noodles with perilla leaves,One_dish meal,Rice,
soboro rice bowl,One_dish meal,Rice,Lunch
paprika rice ball with fried tofu,One_dish meal,Rice,
